PCID,SMILES,Feature,Feature_half,VINA,Tanimoto_48,Tanimoto_52,Tanimoto_68,Tanimoto_69
1620948,C1[C@H](N[C@H](C2=C1C3=CC=CC=C3N2)C4=COC5=CC=CC=C5C4=O)C(=O)O,"[-3.7856853008270264, -3.2817118167877197, -0.6722143292427063, 0.23587176203727722, 0.4660044312477112, -1.5449885129928589, 0.6894246339797974, 4.399130821228027, -0.20150315761566162, 2.403557062149048, 2.770756244659424, 7.4510931968688965, -2.9486632347106934, -6.266242980957031, -1.113803505897522, -3.5663251876831055, 0.25374552607536316, -3.38677716255188, 2.386030435562134, -3.8028404712677, -1.1144767999649048, -2.3632969856262207, -0.5617730617523193, -1.2894141674041748, 0.6307281255722046, -2.9853782653808594, 0.20161348581314087, -2.4025838375091553, -1.4195795059204102, -0.7188053131103516, 0.6198526620864868, 0.4362253248691559, 8.062901496887207, -0.6110745668411255, 0.012149542570114136, 0.042750317603349686, 0.23930871486663818, 0.032530300319194794, 0.33349427580833435, -0.16705645620822906, -0.06179307401180267, 0.24659579992294312, -0.2199399769306183, 0.5933337211608887, 0.7467409372329712, -0.7579267024993896, 0.13513311743736267, -0.06229770928621292, 0.270004540681839, -0.06564690917730331, -0.33030396699905396, 1.833159327507019, -0.13830876350402832, 0.10850528627634048, 0.2386484295129776, 0.008882522583007812]","[-1.4195795059204102, -0.7188053131103516, 0.6198526620864868, 0.4362253248691559, 8.062901496887207, -0.6110745668411255, 0.012149542570114136, 0.042750317603349686, 0.23930871486663818, 0.032530300319194794, 0.33349427580833435, -0.16705645620822906, -0.06179307401180267, 0.24659579992294312, -0.2199399769306183, 0.5933337211608887, 0.7467409372329712, -0.7579267024993896, 0.13513311743736267, -0.06229770928621292, 0.270004540681839, -0.06564690917730331, -0.33030396699905396, 1.833159327507019, -0.13830876350402832, 0.10850528627634048, 0.2386484295129776, 0.008882522583007812]",-8.3,0.153846154,0.220779221,0.141025641,0.307692308
1622381,CCOC(=O)CCC1=C(C2=C(C(=C(C=C2)OCC3=CC=C(C=C3)[N+](=O)[O-])C)OC1=O)C,"[1.8190983533859253, -2.776148796081543, 0.6742992997169495, -1.7753815650939941, 2.907543897628784, 0.821578860282898, -3.441314458847046, -2.6490283012390137, -2.198151111602783, 0.38364267349243164, 0.9417354464530945, 3.257234573364258, -0.13196243345737457, 1.9820518493652344, -1.503267526626587, -1.0698691606521606, -2.1205484867095947, 3.3158633708953857, 1.096384882926941, 2.610501289367676, 0.7583813667297363, 1.6308821439743042, 4.828011512756348, 0.13565915822982788, -2.107701301574707, 2.0469629764556885, 1.1458247900009155, -3.675572156906128, 0.26657581329345703, -0.19106149673461914, 0.10772579908370972, 0.4064985513687134, 0.1207214891910553, -0.9086228609085083, 0.4821370244026184, -0.29627394676208496, 0.09309792518615723, -0.07574485242366791, -0.060792937874794006, -0.8661544322967529, 0.8402419090270996, 0.23811405897140503, -0.05920068919658661, 0.7153006196022034, 0.5360904932022095, -0.2398066520690918, 0.30086323618888855, 0.06603896617889404, -0.31772202253341675, -0.1057593822479248, -0.10654602944850922, -0.21209058165550232, -0.05429850518703461, 0.2226562201976776, -0.2180728018283844, -0.44713690876960754]","[0.26657581329345703, -0.19106149673461914, 0.10772579908370972, 0.4064985513687134, 0.1207214891910553, -0.9086228609085083, 0.4821370244026184, -0.29627394676208496, 0.09309792518615723, -0.07574485242366791, -0.060792937874794006, -0.8661544322967529, 0.8402419090270996, 0.23811405897140503, -0.05920068919658661, 0.7153006196022034, 0.5360904932022095, -0.2398066520690918, 0.30086323618888855, 0.06603896617889404, -0.31772202253341675, -0.1057593822479248, -0.10654602944850922, -0.21209058165550232, -0.05429850518703461, 0.2226562201976776, -0.2180728018283844, -0.44713690876960754]",-7.6,0.347222222,0.097826087,0.090909091,0.095238095
1625666,C1=CC(=CC(=C1)O)NC(=O)C(=O)NS(=O)(=O)C2=CC(=C(C(=C2)Cl)N)Cl,"[-1.7497085332870483, 1.3646166324615479, -1.718381643295288, -1.8886107206344604, -3.3029913902282715, 0.44103384017944336, -5.094776153564453, -0.6615636944770813, 0.48366737365722656, 4.032276153564453, 0.3217964768409729, 2.982726812362671, -3.0702664852142334, 2.0102806091308594, -0.03455233573913574, -3.5826809406280518, -1.354347586631775, -0.8667307496070862, -2.8797173500061035, 0.27408483624458313, -0.2018662989139557, 1.2973064184188843, -4.420811653137207, -1.744553804397583, 1.7149889469146729, 1.0944347381591797, 0.7370049357414246, 1.3664506673812866, -0.012897342443466187, -0.38276419043540955, 0.4171510934829712, -0.22538666427135468, -0.010773230344057083, -0.05412380397319794, 0.03558626025915146, 0.43840765953063965, -0.22885216772556305, 0.3356325328350067, -0.22050631046295166, -0.047698378562927246, -0.270984411239624, -0.10720781981945038, -0.1438199281692505, 0.36125022172927856, 0.18772736191749573, 0.14227038621902466, 0.3653038442134857, -0.3319953382015228, -0.5628851652145386, 0.2785893678665161, -0.1523476541042328, 0.19453662633895874, -0.1687207669019699, -0.2584104835987091, 0.030661653727293015, -0.0482010692358017]","[-0.012897342443466187, -0.38276419043540955, 0.4171510934829712, -0.22538666427135468, -0.010773230344057083, -0.05412380397319794, 0.03558626025915146, 0.43840765953063965, -0.22885216772556305, 0.3356325328350067, -0.22050631046295166, -0.047698378562927246, -0.270984411239624, -0.10720781981945038, -0.1438199281692505, 0.36125022172927856, 0.18772736191749573, 0.14227038621902466, 0.3653038442134857, -0.3319953382015228, -0.5628851652145386, 0.2785893678665161, -0.1523476541042328, 0.19453662633895874, -0.1687207669019699, -0.2584104835987091, 0.030661653727293015, -0.0482010692358017]",-7.6,0.118421053,0.098765432,0.37704918,0.081081081
1626986,CC1=CC=C(C=C1)OCCOC2=CC=CC(=C2)/C=C/3\\C(=O)NN(C3=O)C4=CC=CC=C4,"[2.271467924118042, 0.0895068347454071, 0.4945562481880188, 0.7405503392219543, 0.6470543146133423, 1.019822120666504, -5.008962154388428, 1.6939549446105957, 1.371025562286377, 0.14681272208690643, -0.337827205657959, -1.0819847583770752, -3.1746809482574463, -0.9177945256233215, -1.3708277940750122, -1.5959702730178833, 2.4585342407226562, 0.9254793524742126, 1.0852895975112915, 1.4019956588745117, -0.5125699639320374, 1.8872874975204468, 3.1006624698638916, 0.20720267295837402, -5.987549304962158, 1.2957124710083008, 0.20258842408657074, -2.609750509262085, 0.8208044767379761, -0.4430012106895447, 0.6081252098083496, -0.06577470153570175, -4.487380027770996, -0.11126197874546051, -0.0492357462644577, 0.0496736504137516, 0.2593958377838135, -0.16173534095287323, 0.19707998633384705, -0.13954463601112366, 0.07556239515542984, -0.0259171724319458, 0.0793074369430542, 0.3688604235649109, -0.6425164341926575, 0.05992811918258667, -0.14142581820487976, 0.1231178417801857, -0.42398959398269653, -0.19692964851856232, 0.024226948618888855, -1.0985645055770874, -0.10195817053318024, 0.4497072696685791, -0.2679828703403473, -0.030363917350769043]","[0.8208044767379761, -0.4430012106895447, 0.6081252098083496, -0.06577470153570175, -4.487380027770996, -0.11126197874546051, -0.0492357462644577, 0.0496736504137516, 0.2593958377838135, -0.16173534095287323, 0.19707998633384705, -0.13954463601112366, 0.07556239515542984, -0.0259171724319458, 0.0793074369430542, 0.3688604235649109, -0.6425164341926575, 0.05992811918258667, -0.14142581820487976, 0.1231178417801857, -0.42398959398269653, -0.19692964851856232, 0.024226948618888855, -1.0985645055770874, -0.10195817053318024, 0.4497072696685791, -0.2679828703403473, -0.030363917350769043]",-7.6,0.17721519,0.127906977,0.135802469,0.396825397
1626987,CC1=CC=C(C=C1)OCCOC2=CC=CC(=C2)/C=C\\3/C(=O)NN(C3=O)C4=CC=CC=C4,"[2.271467924118042, 0.0895068347454071, 0.4945562481880188, 0.7405503392219543, 0.6470543146133423, 1.019822120666504, -5.008962154388428, 1.6939549446105957, 1.371025562286377, 0.14681272208690643, -0.337827205657959, -1.0819847583770752, -3.1746809482574463, -0.9177945256233215, -1.3708277940750122, -1.5959702730178833, 2.4585342407226562, 0.9254793524742126, 1.0852895975112915, 1.4019956588745117, -0.5125699639320374, 1.8872874975204468, 3.1006624698638916, 0.20720267295837402, -5.987549304962158, 1.2957124710083008, 0.20258842408657074, -2.609750509262085, -1.0452860593795776, -0.47256121039390564, 0.6632350087165833, 0.06196446716785431, 4.920289516448975, -0.10527397692203522, -0.047218263149261475, 0.17694121599197388, 0.3894639015197754, -0.18028336763381958, 0.2443942427635193, 0.04171525686979294, -0.09207628667354584, 0.08065619319677353, -0.05312037840485573, 0.512586236000061, 0.04769815504550934, -0.06696543097496033, -0.3078979253768921, 0.14576296508312225, -0.23616959154605865, -0.29379504919052124, -0.12305004894733429, 0.9263237118721008, -0.23335671424865723, 0.43233075737953186, -0.1646844446659088, -0.07452619075775146]","[-1.0452860593795776, -0.47256121039390564, 0.6632350087165833, 0.06196446716785431, 4.920289516448975, -0.10527397692203522, -0.047218263149261475, 0.17694121599197388, 0.3894639015197754, -0.18028336763381958, 0.2443942427635193, 0.04171525686979294, -0.09207628667354584, 0.08065619319677353, -0.05312037840485573, 0.512586236000061, 0.04769815504550934, -0.06696543097496033, -0.3078979253768921, 0.14576296508312225, -0.23616959154605865, -0.29379504919052124, -0.12305004894733429, 0.9263237118721008, -0.23335671424865723, 0.43233075737953186, -0.1646844446659088, -0.07452619075775146]",-8.5,0.17721519,0.127906977,0.135802469,0.396825397
1628414,CCCCCOC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)O2,"[-2.0696163177490234, -0.49455296993255615, 4.29063081741333, -1.597509741783142, 3.0823540687561035, 1.0289554595947266, -1.4766700267791748, 2.864326000213623, 0.4323132634162903, -0.3603740930557251, 1.3033347129821777, -0.2243117094039917, -2.2995412349700928, -3.616865634918213, -4.870032787322998, -0.6778624057769775, -1.6035388708114624, 3.5759246349334717, -0.3006824553012848, 0.2646937966346741, -0.5898863673210144, -0.5832778215408325, 3.694601535797119, 0.9961919188499451, -2.1331520080566406, 0.471738338470459, 1.0705115795135498, -2.9679102897644043, 0.21738441288471222, -0.1296735405921936, -0.04431284964084625, 0.6927651166915894, -0.07478661835193634, -0.14798451960086823, 0.5395277738571167, 0.9595593810081482, 0.2796359956264496, -0.15447434782981873, -0.4025034010410309, -0.5271685719490051, 0.1560305655002594, 0.24662378430366516, -0.24709449708461761, 0.6135955452919006, 0.4770135283470154, -0.2732224762439728, 0.20143945515155792, 0.3857971727848053, -0.5114671587944031, 0.6332996487617493, 0.2785343527793884, -0.16609930992126465, -0.2879396080970764, 0.3849445581436157, -0.22594650089740753, 0.3112962543964386]","[0.21738441288471222, -0.1296735405921936, -0.04431284964084625, 0.6927651166915894, -0.07478661835193634, -0.14798451960086823, 0.5395277738571167, 0.9595593810081482, 0.2796359956264496, -0.15447434782981873, -0.4025034010410309, -0.5271685719490051, 0.1560305655002594, 0.24662378430366516, -0.24709449708461761, 0.6135955452919006, 0.4770135283470154, -0.2732224762439728, 0.20143945515155792, 0.3857971727848053, -0.5114671587944031, 0.6332996487617493, 0.2785343527793884, -0.16609930992126465, -0.2879396080970764, 0.3849445581436157, -0.22594650089740753, 0.3112962543964386]",-7.3,0.322580645,0.116883117,0.125,0.166666667
1630385,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=CC=C3OCC4=C(C=CC=C4Cl)F)/C(=O)N2,"[-0.7399123907089233, -1.5955400466918945, -0.6278079748153687, -1.659312129020691, -1.655084490776062, -1.8889944553375244, -6.207317352294922, 1.7081844806671143, 1.6855381727218628, 0.4088035225868225, -0.681538999080658, 1.2975585460662842, -3.7673628330230713, -1.2992318868637085, 3.3633546829223633, -1.7063125371932983, 3.585359811782837, -1.405946135520935, 1.6705553531646729, 0.20828786492347717, -1.3087133169174194, -1.480574131011963, 2.109762668609619, 0.19288048148155212, -4.360568046569824, -0.7301911115646362, 1.1111737489700317, -2.71968936920166, 1.0105339288711548, -0.020599566400051117, 0.06085491180419922, 0.3775940239429474, -4.345858573913574, -0.8237277269363403, 0.07365154474973679, 0.16346672177314758, -0.02860546112060547, -0.3104834258556366, 0.016231298446655273, 0.04537353664636612, -0.038174450397491455, 0.2684720754623413, -0.08278226852416992, -0.1380508840084076, -0.45471400022506714, -0.3835439085960388, 0.5412417054176331, 0.14251351356506348, 0.32590869069099426, -0.07214213907718658, 0.198313370347023, -1.075477957725525, 0.26964280009269714, 0.5667550563812256, -0.20925940573215485, 0.25565093755722046]","[1.0105339288711548, -0.020599566400051117, 0.06085491180419922, 0.3775940239429474, -4.345858573913574, -0.8237277269363403, 0.07365154474973679, 0.16346672177314758, -0.02860546112060547, -0.3104834258556366, 0.016231298446655273, 0.04537353664636612, -0.038174450397491455, 0.2684720754623413, -0.08278226852416992, -0.1380508840084076, -0.45471400022506714, -0.3835439085960388, 0.5412417054176331, 0.14251351356506348, 0.32590869069099426, -0.07214213907718658, 0.198313370347023, -1.075477957725525, 0.26964280009269714, 0.5667550563812256, -0.20925940573215485, 0.25565093755722046]",-8.2,0.1875,0.087912088,0.13253012,0.428571429
1630390,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5Cl)/C(=O)N2,"[-0.4288806617259979, -2.6403539180755615, -2.5233314037323, -1.1782402992248535, -0.2984951138496399, -2.7323272228240967, -4.659372329711914, 4.169162273406982, 1.6078541278839111, -0.5515050888061523, 2.030855178833008, 1.5489895343780518, -4.195683002471924, -1.5787022113800049, 1.49593985080719, 0.043044816702604294, 1.9578189849853516, -3.0682408809661865, -0.003690868616104126, -0.41868188977241516, -0.7634097337722778, -0.8348630666732788, 1.4478355646133423, -1.8681801557540894, -4.151762962341309, 0.6354353427886963, 1.1519771814346313, -1.8831080198287964, 1.2117429971694946, -0.37334463000297546, -0.15856093168258667, 0.3002534508705139, -5.059182167053223, -0.586296558380127, 0.20922242105007172, 0.3516899049282074, 0.08028403669595718, 0.05656159669160843, 0.17098525166511536, -0.4082883298397064, 0.03889088332653046, 0.13210076093673706, 0.08335956931114197, 0.37322598695755005, -0.1916741132736206, -0.24608665704727173, 0.3400266468524933, 0.26652616262435913, 0.024164866656064987, -0.5344603061676025, -0.012739792466163635, -1.2556732892990112, 0.2523561120033264, 0.0997585654258728, -0.12600284814834595, 0.24023878574371338]","[1.2117429971694946, -0.37334463000297546, -0.15856093168258667, 0.3002534508705139, -5.059182167053223, -0.586296558380127, 0.20922242105007172, 0.3516899049282074, 0.08028403669595718, 0.05656159669160843, 0.17098525166511536, -0.4082883298397064, 0.03889088332653046, 0.13210076093673706, 0.08335956931114197, 0.37322598695755005, -0.1916741132736206, -0.24608665704727173, 0.3400266468524933, 0.26652616262435913, 0.024164866656064987, -0.5344603061676025, -0.012739792466163635, -1.2556732892990112, 0.2523561120033264, 0.0997585654258728, -0.12600284814834595, 0.24023878574371338]",-8.9,0.175,0.101123596,0.107142857,0.483333333
1630391,C1=CC=C(C=C1)N2C(=O)/C(=C\\C3=CN(C4=CC=CC=C43)CC5=CC=CC=C5Cl)/C(=O)N2,"[-0.4288806617259979, -2.6403539180755615, -2.5233314037323, -1.1782402992248535, -0.2984951138496399, -2.7323272228240967, -4.659372329711914, 4.169162273406982, 1.6078541278839111, -0.5515050888061523, 2.030855178833008, 1.5489895343780518, -4.195683002471924, -1.5787022113800049, 1.49593985080719, 0.043044816702604294, 1.9578189849853516, -3.0682408809661865, -0.003690868616104126, -0.41868188977241516, -0.7634097337722778, -0.8348630666732788, 1.4478355646133423, -1.8681801557540894, -4.151762962341309, 0.6354353427886963, 1.1519771814346313, -1.8831080198287964, -1.0721299648284912, -0.41545772552490234, -0.14170953631401062, 0.47529393434524536, 5.830368518829346, -0.5669347047805786, 0.1825665980577469, 0.5587551593780518, 0.17349931597709656, 0.05399321764707565, 0.18222999572753906, -0.2003607451915741, -0.16559851169586182, 0.21275636553764343, -0.1742904782295227, 0.4649978280067444, 0.6217007637023926, -0.3710772395133972, 0.11226247251033783, 0.2786093056201935, 0.26549339294433594, -0.6622634530067444, -0.06666163355112076, 1.1081373691558838, 0.03786430507898331, 0.15699240565299988, -0.09586383402347565, 0.21560338139533997]","[-1.0721299648284912, -0.41545772552490234, -0.14170953631401062, 0.47529393434524536, 5.830368518829346, -0.5669347047805786, 0.1825665980577469, 0.5587551593780518, 0.17349931597709656, 0.05399321764707565, 0.18222999572753906, -0.2003607451915741, -0.16559851169586182, 0.21275636553764343, -0.1742904782295227, 0.4649978280067444, 0.6217007637023926, -0.3710772395133972, 0.11226247251033783, 0.2786093056201935, 0.26549339294433594, -0.6622634530067444, -0.06666163355112076, 1.1081373691558838, 0.03786430507898331, 0.15699240565299988, -0.09586383402347565, 0.21560338139533997]",-9.2,0.175,0.101123596,0.107142857,0.483333333
1630399,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC=C(O3)C4=CC(=CC=C4)C(F)(F)F)/C(=O)N2,"[-0.3380834460258484, -1.3856745958328247, -0.6815113425254822, -1.6473106145858765, -0.5785682201385498, -2.0221006870269775, -2.9891269207000732, 1.7323665618896484, 2.6559910774230957, 0.07822772860527039, -1.9146838188171387, 4.106215476989746, -3.908149003982544, 0.2881782054901123, 4.552340984344482, -0.8802414536476135, 6.090369701385498, -1.937058687210083, 0.5233697891235352, -1.0869110822677612, -0.5112895965576172, -0.6628146767616272, 3.2838103771209717, 1.358426570892334, -3.216825246810913, -0.9703783988952637, -0.44607898592948914, -1.5154478549957275, 1.000799298286438, -0.4515050947666168, 0.5029124021530151, 0.1412818282842636, -5.162917613983154, -0.42363840341567993, -0.18373318016529083, 0.10466007143259048, 0.10374628752470016, -0.1418665051460266, 0.3492947816848755, -0.3767542243003845, -0.20006561279296875, 0.09513479471206665, 0.2390388697385788, 0.4327114224433899, -0.574658989906311, 0.18755191564559937, 0.2922574579715729, -0.32573437690734863, -0.4589638411998749, 0.034378767013549805, -0.270100474357605, -1.0180580615997314, -0.09566868841648102, 0.1155366376042366, -0.060701075941324234, 0.11905737966299057]","[1.000799298286438, -0.4515050947666168, 0.5029124021530151, 0.1412818282842636, -5.162917613983154, -0.42363840341567993, -0.18373318016529083, 0.10466007143259048, 0.10374628752470016, -0.1418665051460266, 0.3492947816848755, -0.3767542243003845, -0.20006561279296875, 0.09513479471206665, 0.2390388697385788, 0.4327114224433899, -0.574658989906311, 0.18755191564559937, 0.2922574579715729, -0.32573437690734863, -0.4589638411998749, 0.034378767013549805, -0.270100474357605, -1.0180580615997314, -0.09566868841648102, 0.1155366376042366, -0.060701075941324234, 0.11905737966299057]",-9.2,0.13253012,0.088888889,0.134146341,0.412698413
1630403,C1=CC=C(C=C1)N2C(=O)/C(=C/C3=CC(=C(C=C3)F)OC4=CC=CC=C4)/C(=O)N2,"[-1.63266921043396, -3.8980841636657715, -1.9004309177398682, -1.0354453325271606, -0.8567139506340027, -1.0682063102722168, -5.422972679138184, 2.4484100341796875, 2.348033905029297, -0.11084297299385071, -1.222797155380249, 1.8552732467651367, -3.8149471282958984, -1.343834638595581, 2.397831916809082, 0.08298169821500778, 3.810943603515625, -0.5079411864280701, 1.4487802982330322, -0.5865744948387146, -1.158460021018982, -0.3088466227054596, 0.8028614521026611, 0.26482754945755005, -4.751033306121826, -0.3468114733695984, -0.2507418990135193, -0.9931845664978027, 0.9664070010185242, -0.49524274468421936, 0.29093146324157715, 0.08070027828216553, -5.3213982582092285, -0.34293484687805176, 0.05620342493057251, -0.025376908481121063, 0.04793228209018707, -0.23300078511238098, 0.1256343424320221, -0.26251229643821716, 0.17539526522159576, 0.07105956971645355, 0.2593688368797302, 0.23202663660049438, -0.6533696055412292, 0.2075861692428589, 0.1006341204047203, -0.13744495809078217, -0.3637738525867462, -0.1420416682958603, -0.08432121574878693, -1.3476759195327759, -0.22940033674240112, 0.5476850867271423, -0.15281713008880615, -0.013158082962036133]","[0.9664070010185242, -0.49524274468421936, 0.29093146324157715, 0.08070027828216553, -5.3213982582092285, -0.34293484687805176, 0.05620342493057251, -0.025376908481121063, 0.04793228209018707, -0.23300078511238098, 0.1256343424320221, -0.26251229643821716, 0.17539526522159576, 0.07105956971645355, 0.2593688368797302, 0.23202663660049438, -0.6533696055412292, 0.2075861692428589, 0.1006341204047203, -0.13744495809078217, -0.3637738525867462, -0.1420416682958603, -0.08432121574878693, -1.3476759195327759, -0.22940033674240112, 0.5476850867271423, -0.15281713008880615, -0.013158082962036133]",-8.5,0.142857143,0.082352941,0.12987013,0.431034483
1630404,C1=CC=C(C=C1)N2C(=O)/C(=C\\C3=CC(=C(C=C3)F)OC4=CC=CC=C4)/C(=O)N2,"[-1.63266921043396, -3.8980841636657715, -1.9004309177398682, -1.0354453325271606, -0.8567139506340027, -1.0682063102722168, -5.422972679138184, 2.4484100341796875, 2.348033905029297, -0.11084297299385071, -1.222797155380249, 1.8552732467651367, -3.8149471282958984, -1.343834638595581, 2.397831916809082, 0.08298169821500778, 3.810943603515625, -0.5079411864280701, 1.4487802982330322, -0.5865744948387146, -1.158460021018982, -0.3088466227054596, 0.8028614521026611, 0.26482754945755005, -4.751033306121826, -0.3468114733695984, -0.2507418990135193, -0.9931845664978027, -1.1410406827926636, -0.549588143825531, 0.4001244306564331, 0.264202743768692, 5.424951553344727, -0.3340224325656891, 0.032773736864328384, 0.09623204171657562, 0.17233026027679443, -0.2660820782184601, 0.25030288100242615, -0.09169858694076538, -0.06812642514705658, 0.22847522795200348, 0.04653865098953247, 0.37196385860443115, 0.09721968322992325, 0.0512298047542572, -0.08990537375211716, -0.06685267388820648, -0.20890028774738312, -0.22246548533439636, -0.26613909006118774, 0.9563129544258118, -0.3676605522632599, 0.5021077394485474, 0.019866514950990677, -0.04767371714115143]","[-1.1410406827926636, -0.549588143825531, 0.4001244306564331, 0.264202743768692, 5.424951553344727, -0.3340224325656891, 0.032773736864328384, 0.09623204171657562, 0.17233026027679443, -0.2660820782184601, 0.25030288100242615, -0.09169858694076538, -0.06812642514705658, 0.22847522795200348, 0.04653865098953247, 0.37196385860443115, 0.09721968322992325, 0.0512298047542572, -0.08990537375211716, -0.06685267388820648, -0.20890028774738312, -0.22246548533439636, -0.26613909006118774, 0.9563129544258118, -0.3676605522632599, 0.5021077394485474, 0.019866514950990677, -0.04767371714115143]",-8.7,0.142857143,0.082352941,0.12987013,0.431034483
1631843,CCCOC1=C(C2=C(C=C1)C(=CC(=O)O2)C3=CC=CC=C3)C,"[-1.7057429552078247, -2.4115023612976074, 2.079829454421997, 0.5160857439041138, 0.904974639415741, -1.2414394617080688, -2.69033145904541, 1.8857132196426392, 0.4306645691394806, 2.159834384918213, -1.6583956480026245, 1.3379279375076294, 0.494292676448822, 0.30915534496307373, -4.864178657531738, 1.0280841588974, -0.9667545557022095, 0.505197286605835, 0.0461944043636322, -1.4240269660949707, 1.4577196836471558, 1.0651166439056396, 2.7573907375335693, 0.38965675234794617, -2.2105231285095215, -1.2525172233581543, 0.6476379632949829, -2.1918373107910156, 0.2476387321949005, -0.37390729784965515, 0.3413155674934387, -0.051918722689151764, -0.009511321783065796, -0.7762349843978882, -0.005991294980049133, -0.4370790719985962, -0.12909846007823944, -0.5464469790458679, -0.10416188836097717, -0.8623872399330139, 1.0023648738861084, 0.5766467452049255, -0.3891128897666931, 0.11085259169340134, 0.3798160254955292, 0.0996372252702713, 0.19934993982315063, -0.022684616968035698, -0.5957210659980774, 0.3346126973628998, 0.6219883561134338, -0.37299251556396484, -0.4320247769355774, -0.43509334325790405, -0.5871713757514954, 0.1847955286502838]","[0.2476387321949005, -0.37390729784965515, 0.3413155674934387, -0.051918722689151764, -0.009511321783065796, -0.7762349843978882, -0.005991294980049133, -0.4370790719985962, -0.12909846007823944, -0.5464469790458679, -0.10416188836097717, -0.8623872399330139, 1.0023648738861084, 0.5766467452049255, -0.3891128897666931, 0.11085259169340134, 0.3798160254955292, 0.0996372252702713, 0.19934993982315063, -0.022684616968035698, -0.5957210659980774, 0.3346126973628998, 0.6219883561134338, -0.37299251556396484, -0.4320247769355774, -0.43509334325790405, -0.5871713757514954, 0.1847955286502838]",-7.2,0.365079365,0.125,0.118421053,0.14084507
1635598,CC1=C(C(=O)OC2=C1C=CC(=C2C)OCC3=C(C=CC(=C3)[N+](=O)[O-])OC)CC(=O)OC,"[-0.13644832372665405, -6.176255226135254, -0.004622410982847214, -0.09300379455089569, 2.0211355686187744, 1.2281231880187988, -3.6975526809692383, -5.103956699371338, -1.8628162145614624, 2.3701565265655518, 1.9119518995285034, 4.373929977416992, 2.0805370807647705, -2.4411654472351074, -0.9548270106315613, -1.3311229944229126, 0.37973544001579285, -0.27049192786216736, 1.8328379392623901, 0.02096552960574627, 1.0818469524383545, 0.5230170488357544, 3.561304807662964, 1.2575113773345947, -1.6162099838256836, -0.13956110179424286, 0.9670895934104919, -1.6590328216552734, 0.27741873264312744, -0.5095275044441223, 0.15375906229019165, 0.6217858791351318, -0.013072121888399124, -0.9183624982833862, 0.19772744178771973, -0.03250613063573837, -0.16583994030952454, -0.39463138580322266, 0.026013605296611786, -0.5548893809318542, 0.7046992778778076, 0.462677538394928, -0.12353404611349106, 0.2711637616157532, 0.06044439226388931, -0.09277316927909851, 0.37266862392425537, 0.1893293410539627, -0.21780051290988922, -0.15649789571762085, -0.07119708508253098, -0.33733755350112915, -0.28255051374435425, 0.5295806527137756, -0.24941270053386688, -0.444073885679245]","[0.27741873264312744, -0.5095275044441223, 0.15375906229019165, 0.6217858791351318, -0.013072121888399124, -0.9183624982833862, 0.19772744178771973, -0.03250613063573837, -0.16583994030952454, -0.39463138580322266, 0.026013605296611786, -0.5548893809318542, 0.7046992778778076, 0.462677538394928, -0.12353404611349106, 0.2711637616157532, 0.06044439226388931, -0.09277316927909851, 0.37266862392425537, 0.1893293410539627, -0.21780051290988922, -0.15649789571762085, -0.07119708508253098, -0.33733755350112915, -0.28255051374435425, 0.5295806527137756, -0.24941270053386688, -0.444073885679245]",-7.7,0.356164384,0.095744681,0.113636364,0.093023256
1637061,CCCCC1=CC(=O)OC2=C1C=CC(=C2C)OC(=O)C,"[-2.246460199356079, -2.498609781265259, 1.88559889793396, -0.6415635347366333, 4.469805717468262, -0.7847682237625122, -2.2954235076904297, -0.40691062808036804, -0.3012979030609131, 2.9679808616638184, 0.7640928626060486, 1.6894798278808594, 0.8311467170715332, -0.3574976921081543, -3.5354790687561035, -0.07821629196405411, -0.5504598617553711, 1.8664144277572632, -0.04682000353932381, 0.9212124943733215, 1.624269962310791, -2.7960872650146484, 5.886525630950928, 2.229196548461914, -0.27691322565078735, 0.63973069190979, 0.9282346963882446, -2.4019861221313477, 0.21226860582828522, -0.670269250869751, 0.23426279425621033, -0.033045679330825806, 0.05331739783287048, -0.6604844331741333, -0.20154406130313873, -0.6400468349456787, -0.28787243366241455, -0.5411821007728577, -0.0758325532078743, -0.9562686085700989, 1.1455581188201904, 0.4801955819129944, -0.6696234941482544, 0.07835272699594498, 0.7328783869743347, 0.2159300148487091, 0.11219611763954163, 0.3940190076828003, -0.5257998704910278, 0.09364086389541626, 0.8315964937210083, -0.46057257056236267, -0.34414049983024597, -0.32876893877983093, -0.41552144289016724, 0.5403491854667664]","[0.21226860582828522, -0.670269250869751, 0.23426279425621033, -0.033045679330825806, 0.05331739783287048, -0.6604844331741333, -0.20154406130313873, -0.6400468349456787, -0.28787243366241455, -0.5411821007728577, -0.0758325532078743, -0.9562686085700989, 1.1455581188201904, 0.4801955819129944, -0.6696234941482544, 0.07835272699594498, 0.7328783869743347, 0.2159300148487091, 0.11219611763954163, 0.3940190076828003, -0.5257998704910278, 0.09364086389541626, 0.8315964937210083, -0.46057257056236267, -0.34414049983024597, -0.32876893877983093, -0.41552144289016724, 0.5403491854667664]",-6.5,0.303030303,0.125,0.118421053,0.109589041
